date;cultural_venues;gastronomy;essential_retail;non-essential_retail;major_events;events_and_gatherings;public_gatherings;traceability;tourism;traveling;school_facilities;university_facilities;sport_facilities;medical_facilities;mouth_and_nose_covering;curfew;new_infections
2020-07-22;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;19
2020-07-23;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;12
2020-07-24;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;14
2020-07-25;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;19
2020-07-26;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-07-27;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;8
2020-07-28;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;16
2020-07-29;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;18
2020-07-30;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;20
2020-07-31;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;13
2020-08-01;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;13
2020-08-02;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;22
2020-08-03;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;16
2020-08-04;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;22
2020-08-05;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;33
2020-08-06;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;9
2020-08-07;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;20
2020-08-08;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;21
2020-08-09;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;20
2020-08-10;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;21
2020-08-11;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;27
2020-08-12;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;32
2020-08-13;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;33
2020-08-14;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;31
2020-08-15;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;24
2020-08-16;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;13
2020-08-17;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;25
2020-08-18;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;25
2020-08-19;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;32
2020-08-20;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;23
2020-08-21;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;23
2020-08-22;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;11
2020-08-23;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;25
2020-08-24;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;25
2020-08-25;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;16
2020-08-26;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;24
2020-08-27;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;34
2020-08-28;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;37
2020-08-29;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;9
2020-08-30;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;33
2020-08-31;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowed_only4;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;26
2020-09-01;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;20
2020-09-02;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;27
2020-09-03;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;44
2020-09-04;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;30
2020-09-05;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;21
2020-09-06;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;13
2020-09-07;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;14
2020-09-08;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;40
2020-09-09;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;54
2020-09-10;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;32
2020-09-11;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;58
2020-09-12;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;50
2020-09-13;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;41
2020-09-14;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;29
2020-09-15;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;62
2020-09-16;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;68
2020-09-17;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;77
2020-09-18;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;75
2020-09-19;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;28
2020-09-20;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;44
2020-09-21;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;44
2020-09-22;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;39
2020-09-23;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;52
2020-09-24;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;83
2020-09-25;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;82
2020-09-26;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;44
2020-09-27;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;35
2020-09-28;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;50
2020-09-29;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;64
2020-09-30;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;79
2020-10-01;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;88
2020-10-02;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;58
2020-10-03;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;62
2020-10-04;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;40
2020-10-05;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;60
2020-10-06;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;80
2020-10-07;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;151
2020-10-08;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;139
2020-10-09;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;123
2020-10-10;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;97
2020-10-11;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;95
2020-10-12;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;83
2020-10-13;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;131
2020-10-14;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;180
2020-10-15;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;204
2020-10-16;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;160
2020-10-17;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;164
2020-10-18;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;164
2020-10-19;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;149
2020-10-20;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;250
2020-10-21;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;320
2020-10-22;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;365
2020-10-23;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;379
2020-10-24;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;303
2020-10-25;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;271
2020-10-26;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;212
2020-10-27;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;436
2020-10-28;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;419
2020-10-29;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;447
2020-10-30;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;392
2020-10-31;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;278
2020-11-01;openw/meas;openw/meas;openw/meas;openw/meas;prohibited;allowedw/meas;allowed_2h;yes;allowedw/ex_ra_med_cert;ra_48test_14dqpos;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;mandatory_textile_no_dist;no;254
2020-11-02;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;224
2020-11-03;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;333
2020-11-04;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;396
2020-11-05;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;380
2020-11-06;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;371
2020-11-07;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;308
2020-11-08;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_48test_14dqpos;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;264
2020-11-09;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;166
